;;Paul Secret;Calvin Smart;;;Paul Secret;Calvin Smart;;;Paul Secret;Calvin Smart;;;Paul Secret;Calvin Smart;;;Paul Secret;Calvin Smart;;;Paul Secret;Calvin Smart
;5010;1011;2861;;5010;905;3266;;5010;2837;2846;;5010;3800;3702;;5010;6247;3110;;5010;1227;4794
;5011;1092;3074;;5011;889;3039;;5011;3171;2826;;5011;3421;3696;;5011;6537;2889;;5011;1195;4574
;5012;1100;3072;;5012;1131;3524;;5012;3645;3086;;5012;3267;4052;;5012;6404;2951;;5012;1548;4976
;5013;948;3345;;5013;965;2942;;5013;3197;3269;;5013;3572;4574;;5013;5882;2974;;5013;1430;4557
;5014;1187;3179;;5014;1009;3276;;5014;3896;3251;;5014;3417;3481;;5014;5256;2786;;5014;1487;5032
;5015;1094;3004;;5015;1139;3293;;5015;3444;3177;;5015;3989;4288;;5015;6447;3135;;5015;1454;4594
;5016;1066;2897;;5016;1078;3228;;5016;3834;3193;;5016;3573;3986;;5016;5969;2912;;5016;1648;5045
;5017;914;2846;;5017;1027;3403;;5017;3584;3387;;5017;3218;4116;;5017;6557;3099;;5017;1568;4802
;5018;1039;3072;;5018;995;3509;;5018;3719;3137;;5018;3712;4191;;5018;5388;3192;;5018;1545;4863
;5019;862;3044;;5019;901;3049;;5019;3338;2986;;5019;3632;3984;;5019;6170;3302;;5019;1499;4883
;5020;873;2767;;5020;1060;3253;;5020;3835;3075;;5020;3683;4235;;5020;6539;2702;;5020;1457;4558
;5021;1009;2801;;5021;863;2770;;5021;3750;3153;;5021;3831;4053;;5021;6231;3041;;5021;1387;4704
;5022;942;2736;;5022;1199;3210;;5022;3256;3059;;5022;3546;4235;;5022;5766;3016;;5022;1639;5215
;5023;888;2803;;5023;995;3006;;5023;3226;3014;;5023;3181;3986;;5023;5944;3073;;5023;1649;5243
;5024;846;2771;;5024;1042;3400;;5024;3791;3828;;5024;3798;4294;;5024;5771;3087;;5024;1395;4888
;5025;1081;2843;;5025;988;3274;;5025;3738;3160;;5025;3413;3824;;5025;5624;3055;;5025;1309;4282
;5026;889;3095;;5026;991;3407;;5026;3276;2984;;5026;3805;4333;;5026;5557;3042;;5026;1595;5128
;5027;920;2794;;5027;905;3086;;5027;3445;2938;;5027;3750;4082;;5027;5761;2933;;5027;1426;5024
;5028;1016;2943;;5028;935;3471;;5028;3296;3303;;5028;3811;3967;;5028;6779;3126;;5028;1530;5095
;5029;1025;3182;;5029;947;2655;;5029;3385;3338;;5029;3171;3680;;5029;5703;3027;;5029;1491;4857
;5030;844;2799;;5030;1028;3554;;5030;3561;3201;;5030;3322;3743;;5030;5519;2786;;5030;1455;4759
;5031;1093;3018;;5031;983;3533;;5031;3605;3404;;5031;3568;3974;;5031;5542;2951;;5031;1475;4495
;5032;899;2835;;5032;978;2906;;5032;3428;3068;;5032;3738;3928;;5032;5317;3005;;5032;1472;4235
;5033;1039;3052;;5033;947;2960;;5033;3827;3332;;5033;3814;4383;;5033;6019;2516;;5033;1736;5031
;5034;1038;2791;;5034;963;3356;;5034;3632;3153;;5034;3741;3999;;5034;5777;2970;;5034;1323;4646
;5035;1217;3164;;5035;983;3420;;5035;4028;3522;;5035;3483;3982;;5035;6515;2977;;5035;1320;4804
;5036;971;2909;;5036;939;3261;;5036;3354;3113;;5036;4116;4575;;5036;6054;2950;;5036;1245;4710
;5037;916;2687;;5037;1058;3299;;5037;3580;3298;;5037;3606;3820;;5037;5949;3276;;5037;1564;4722
;5038;961;2882;;5038;1092;3363;;5038;3726;3164;;5038;3701;4481;;5038;4938;2582;;5038;1652;5383
;5039;1024;3100;;5039;989;3440;;5039;3834;3604;;5039;3266;4026;;5039;6350;3043;;5039;1492;4861
;5040;1110;3197;;5040;1028;3221;;5040;3977;3261;;5040;3386;4082;;5040;6202;2908;;5040;1628;5368
;5041;909;2849;;5041;1111;3106;;5041;3406;3322;;5041;3342;4025;;5041;6216;3158;;5041;1559;5180
;5042;954;2909;;5042;1342;3292;;5042;3658;3511;;5042;3667;3904;;5042;6852;3372;;5042;1094;4558
;5043;1192;3459;;5043;1030;2894;;5043;3243;2974;;5043;3121;3831;;5043;6413;3133;;5043;1567;4669
;5044;934;2874;;5044;776;3114;;5044;3012;2972;;5044;3333;3836;;5044;6479;3209;;5044;1545;5431
;5045;1034;3153;;5045;923;3444;;5045;3522;3136;;5045;3575;3683;;5045;7134;3365;;5045;1540;5087
;5046;1059;2670;;5046;999;3672;;5046;3459;3211;;5046;3929;4140;;5046;6022;2571;;5046;1337;4927
;5047;984;3100;;5047;989;3161;;5047;3753;3158;;5047;3554;3951;;5047;6133;3064;;5047;1369;4845
;5048;936;2904;;5048;855;3196;;5048;3432;3263;;5048;3396;4058;;5048;5552;2842;;5048;1588;4816
;5049;1009;3076;;5049;1014;3219;;5049;4013;3512;;5049;3982;4034;;5049;6029;3136;;5049;1555;4988
;5050;1110;3083;;5050;1100;3293;;5050;3199;2950;;5050;3410;3876;;5050;5914;3094;;5050;1436;4870
;5051;1030;2674;;5051;1000;3351;;5051;3646;3376;;5051;3517;4198;;5051;5955;2837;;5051;1430;4892
;5052;1131;3221;;5052;1158;3286;;5052;3747;3314;;5052;3391;3631;;5052;6512;3043;;5052;1596;5214
;5053;1124;3146;;5053;986;3377;;5053;3662;2811;;5053;3212;3906;;5053;6057;3229;;5053;1444;4666
;5054;970;3329;;5054;1118;3563;;5054;3605;3162;;5054;3455;3892;;5054;5611;2913;;5054;1491;4467
;5055;810;2849;;5055;1108;3440;;5055;3289;3098;;5055;3454;3763;;5055;5898;3026;;5055;1591;5115
;5056;1074;3314;;5056;964;2962;;5056;3522;3229;;5056;3518;3743;;5056;5084;2668;;5056;1443;4588
;5057;1078;3187;;5057;934;3147;;5057;3457;3166;;5057;3257;3658;;5057;6429;3145;;5057;1582;5113
;5058;933;2845;;5058;1108;3195;;5058;3081;3166;;5058;3508;3977;;5058;6518;2887;;5058;1489;5155
;5059;1000;3015;;5059;1040;3095;;5059;3385;2964;;5059;3752;4110;;5059;5783;2976;;5059;1582;5034
;5060;1070;3004;;5060;965;3208;;5060;3529;3210;;5060;3187;3965;;5060;6435;2937;;5060;1471;4801
;5061;1062;3039;;5061;1119;3348;;5061;3013;3120;;5061;3176;3587;;5061;6548;3006;;5061;1554;5353
;5062;1124;3116;;5062;1000;3313;;5062;3354;2893;;5062;3506;4064;;5062;5268;2636;;5062;1627;5370
;5063;992;3349;;5063;1153;3407;;5063;3538;3083;;5063;3014;3726;;5063;5939;3087;;5063;1479;4923
;5064;1064;2988;;5064;928;3328;;5064;2986;2840;;5064;3507;4086;;5064;6163;3064;;5064;1349;4529
;5065;894;2913;;5065;954;2694;;5065;3274;3015;;5065;2954;4109;;5065;5761;2721;;5065;1530;4689
;5066;1118;3008;;5066;1040;3423;;5066;4062;3488;;5066;3193;4085;;5066;5930;2866;;5066;1440;5216
;5067;931;3422;;5067;904;2772;;5067;3833;3614;;5067;3589;3945;;5067;5548;2774;;5067;1468;4545
;5068;882;2769;;5068;996;3246;;5068;3072;2909;;5068;3447;3995;;5068;5773;2957;;5068;1369;5333
;5069;1035;3129;;5069;1149;3424;;5069;3570;3339;;5069;3553;3865;;5069;5979;3088;;5069;1550;5627
;5070;992;2952;;5070;980;3435;;5070;3636;3360;;5070;3692;4144;;5070;5992;3034;;5070;1508;4542
;5071;1124;2966;;5071;1082;3036;;5071;3807;3562;;5071;3236;3796;;5071;5264;2799;;5071;1651;5542
;5072;1117;2971;;5072;915;3275;;5072;3332;2933;;5072;3440;4349;;5072;5353;3112;;5072;1400;4887
;5073;974;2705;;5073;1221;3502;;5073;3162;3069;;5073;3816;4341;;5073;5740;2986;;5073;1517;4919
;5074;981;2945;;5074;811;3124;;5074;3580;3208;;5074;3054;4194;;5074;5941;2874;;5074;1621;5203
;5075;980;3333;;5075;702;3079;;5075;3628;2934;;5075;3486;4252;;5075;6168;2976;;5075;1654;5201
;5076;958;3199;;5076;912;2858;;5076;3969;3415;;5076;3760;3907;;5076;5899;2651;;5076;1553;4894
;5077;1095;3405;;5077;1054;2887;;5077;3789;3377;;5077;3441;3845;;5077;5644;2728;;5077;1511;4793
;5078;1130;3079;;5078;998;3060;;5078;3164;2866;;5078;3920;3915;;5078;5980;2901;;5078;1389;4819
;5079;1017;3032;;5079;1019;3665;;5079;3330;3129;;5079;3494;4092;;5079;5484;2894;;5079;1268;4873
;5080;1078;2667;;5080;977;3194;;5080;3245;2705;;5080;3527;3965;;5080;6095;2989;;5080;1715;5670
;5081;1000;3041;;5081;1170;3385;;5081;3137;3085;;5081;3612;4378;;5081;6035;3113;;5081;1406;4760
;5082;1170;3083;;5082;966;3222;;5082;3713;3162;;5082;3732;4443;;5082;6438;3198;;5082;1586;5170
;5083;1062;2941;;5083;1016;3132;;5083;3661;2978;;5083;3613;3561;;5083;5772;2815;;5083;1512;5335
;5084;1069;2980;;5084;936;3402;;5084;3822;3158;;5084;3614;3878;;5084;6798;2869;;5084;1619;4989
;5085;1051;2746;;5085;839;3061;;5085;3207;3296;;5085;3696;4293;;5085;6243;2719;;5085;1481;4412
;5086;1086;3076;;5086;978;3182;;5086;3681;3113;;5086;3682;3940;;5086;6497;3128;;5086;1253;4634
;5087;1083;3261;;5087;988;3342;;5087;3395;3119;;5087;3330;3942;;5087;5611;2772;;5087;1503;5052
;5088;1071;3142;;5088;949;3435;;5088;3516;3068;;5088;3438;3921;;5088;6408;3278;;5088;1595;5412
;5089;1002;2674;;5089;958;3266;;5089;3606;3549;;5089;3916;4160;;5089;6180;2867;;5089;1606;4863
;5090;812;2968;;5090;1081;3452;;5090;3066;3142;;5090;3371;3692;;5090;5671;2906;;5090;1543;4798
;5091;1103;2953;;5091;877;3157;;5091;3389;3106;;5091;3628;3797;;5091;5636;2682;;5091;1655;5927
;5092;953;3243;;5092;973;3113;;5092;3470;2773;;5092;3326;4116;;5092;5910;3234;;5092;1273;4333
;5093;1103;3024;;5093;1136;3061;;5093;3206;3116;;5093;3233;3849;;5093;6405;3138;;5093;1457;4885
;5094;1075;3139;;5094;1016;3136;;5094;3087;3127;;5094;3330;4221;;5094;6275;3037;;5094;1196;4855
;5095;955;2611;;5095;864;2874;;5095;3822;3152;;5095;3675;3898;;5095;6127;3044;;5095;1485;4884
;5096;1116;2956;;5096;1051;3055;;5096;3337;2903;;5096;3683;3986;;5096;6579;3050;;5096;1657;5451
;5097;1124;3033;;5097;858;3013;;5097;3663;3245;;5097;3415;3826;;5097;5984;2887;;5097;1599;5029
;5098;955;3171;;5098;994;2944;;5098;3568;3182;;5098;2910;3660;;5098;5896;3112;;5098;1475;5065
;5099;1099;3293;;5099;1022;3187;;5099;2869;2800;;5099;3943;4528;;5099;5952;2919;;5099;1611;4643
;5100;928;2636;;5100;952;3438;;5100;2843;3188;;5100;3501;3894;;5100;6101;3275;;5100;1370;4717
;5101;1045;2883;;5101;992;3327;;5101;3383;3027;;5101;3641;4304;;5101;6063;2898;;5101;1386;4636
;5102;1021;3155;;5102;1091;3391;;5102;3757;3014;;5102;3587;4182;;5102;5553;3066;;5102;1435;4214
;5103;1046;3098;;5103;1222;3388;;5103;3461;3000;;5103;3180;4006;;5103;6824;3191;;5103;1446;5037
;5104;1135;3260;;5104;1033;3158;;5104;3460;3275;;5104;3736;4011;;5104;6579;3004;;5104;1528;4622
;5105;891;2856;;5105;1058;3357;;5105;3433;3350;;5105;3579;3960;;5105;6363;3117;;5105;1184;4427
;5106;804;2660;;5106;1150;3314;;5106;3854;3330;;5106;3767;4008;;5106;5834;3045;;5106;1561;5067
;5107;1022;3289;;5107;1084;3138;;5107;3247;2992;;5107;3761;4124;;5107;5909;2925;;5107;1474;4989
;5108;1178;3014;;5108;1059;3364;;5108;3349;3015;;5108;3378;3699;;5108;5926;3129;;5108;1571;5140
;5109;898;2798;;5109;760;3116;;5109;3704;3026;;5109;3590;4140;;5109;5825;3111;;5109;1557;5504
;5110;1060;3271;;5110;1088;3309;;5110;3583;3416;;5110;3424;4137;;5110;5731;2852;;5110;1635;5261
;5111;1024;3165;;5111;989;3123;;5111;3590;3050;;5111;3264;4083;;5111;5857;3010;;5111;1350;4488
;5112;882;2920;;5112;819;2997;;5112;4014;3443;;5112;4054;4572;;5112;6186;2913;;5112;1833;5445
;5113;951;3139;;5113;936;3086;;5113;3515;3448;;5113;3281;3797;;5113;5758;2716;;5113;1517;5382
;5114;1004;2993;;5114;1041;3005;;5114;3200;2890;;5114;3981;4213;;5114;6241;3482;;5114;1605;5309
;5115;957;3022;;5115;1078;3229;;5115;2973;3147;;5115;3241;4157;;5115;6289;3105;;5115;1429;5146
;5116;1067;2960;;5116;1160;3406;;5116;3061;2743;;5116;3757;3963;;5116;6053;3110;;5116;1385;4936
;5117;875;2847;;5117;831;3194;;5117;3357;3394;;5117;3755;4226;;5117;6306;3307;;5117;1371;5401
;5118;900;2707;;5118;897;2769;;5118;3522;3492;;5118;3540;4233;;5118;6719;2987;;5118;1528;5528
;5119;1007;2924;;5119;1135;3324;;5119;3594;3208;;5119;3703;3779;;5119;6630;3041;;5119;1658;4537
;5120;1025;3164;;5120;982;3360;;5120;3370;3162;;5120;3433;3856;;5120;4961;2884;;5120;1516;4795
;5121;1067;3095;;5121;992;3491;;5121;3558;3206;;5121;3487;3510;;5121;5767;3210;;5121;1457;4951
;5122;1123;2891;;5122;867;3091;;5122;3958;3515;;5122;3578;4146;;5122;5700;2891;;5122;1574;5098
;5123;852;3020;;5123;1096;3380;;5123;3349;3222;;5123;3433;3934;;5123;6826;3428;;5123;1352;4766
;5124;1090;3161;;5124;957;3269;;5124;3501;3184;;5124;3417;3697;;5124;5878;2926;;5124;1595;5007
;5125;1097;3177;;5125;1042;3352;;5125;3101;3016;;5125;3595;3989;;5125;5936;3024;;5125;1541;5231
;5126;899;3204;;5126;835;2923;;5126;3224;3180;;5126;3322;3632;;5126;5851;2988;;5126;1529;5362
;5127;1063;3116;;5127;1051;3222;;5127;3917;3175;;5127;3741;4113;;5127;6131;2893;;5127;1591;4495
;5128;892;3301;;5128;944;3329;;5128;3712;3341;;5128;3438;4280;;5128;6067;3035;;5128;1631;5333
;5129;1032;2933;;5129;859;3191;;5129;3835;3459;;5129;3714;3744;;5129;6805;3144;;5129;1682;5759
;5130;1092;2842;;5130;966;3457;;5130;3539;3038;;5130;3561;3923;;5130;5386;3119;;5130;1674;4930
;5131;908;2970;;5131;986;3157;;5131;3461;2999;;5131;3821;4041;;5131;5736;3091;;5131;1471;4712
;5132;936;2941;;5132;1097;2885;;5132;3367;3277;;5132;3517;4160;;5132;5817;2717;;5132;1292;5172
;5133;773;2572;;5133;976;3102;;5133;3371;3214;;5133;3996;3977;;5133;6155;3150;;5133;1584;5037
;5134;938;2750;;5134;941;2796;;5134;3522;3453;;5134;3501;3948;;5134;6543;3066;;5134;1246;4639
;5135;1041;3380;;5135;1029;3120;;5135;3766;3413;;5135;3047;3819;;5135;6017;3338;;5135;1394;4542
;5136;968;2923;;5136;856;3201;;5136;3361;2995;;5136;3535;3799;;5136;6411;2836;;5136;1490;5179
;5137;1020;3202;;5137;1146;3376;;5137;3160;3135;;5137;3300;3859;;5137;5104;2708;;5137;1753;5215
;5138;994;3365;;5138;1008;3317;;5138;3848;3371;;5138;3358;3976;;5138;5721;3161;;5138;1626;5212
;5139;914;3055;;5139;812;2877;;5139;3471;2997;;5139;3353;4077;;5139;5820;2982;;5139;1381;5044
;5140;963;2824;;5140;1041;3339;;5140;3100;2735;;5140;3407;4138;;5140;5674;2899;;5140;1595;4810
;5141;1023;3233;;5141;1038;3054;;5141;3563;3098;;5141;3472;3937;;5141;6267;2802;;5141;1472;4516
;5142;1046;3017;;5142;1060;3083;;5142;3193;3082;;5142;3262;4073;;5142;6210;2906;;5142;1386;4635
;5143;1024;3077;;5143;943;3312;;5143;3874;3214;;5143;3643;4123;;5143;5725;2888;;5143;1592;5208
;5144;1017;3003;;5144;1045;3013;;5144;3473;3143;;5144;3617;4169;;5144;5855;2959;;5144;1517;5230
;5145;910;2946;;5145;1037;3429;;5145;3255;2940;;5145;3719;4012;;5145;6879;3194;;5145;1529;4796
;5146;1062;3044;;5146;995;3243;;5146;3789;3155;;5146;3544;3891;;5146;5877;2850;;5146;1484;5001
;5147;936;2975;;5147;992;3294;;5147;3641;3217;;5147;3494;3940;;5147;6125;2916;;5147;1352;4925
;5148;1095;3303;;5148;1116;3119;;5148;3388;3018;;5148;3230;3826;;5148;6199;3331;;5148;1373;4371
;5149;1060;3011;;5149;1176;3573;;5149;3422;3148;;5149;3516;3942;;5149;6455;2901;;5149;1586;5144
;5150;776;2939;;5150;976;3249;;5150;3320;3331;;5150;3593;4164;;5150;6654;3362;;5150;1458;4441
;5151;1129;2992;;5151;1063;3452;;5151;3571;3476;;5151;3046;3851;;5151;6774;3503;;5151;1781;5474
;5152;888;3007;;5152;983;3013;;5152;3811;3337;;5152;3400;4074;;5152;6371;3348;;5152;1393;5075
;5153;851;2873;;5153;990;3182;;5153;3502;3446;;5153;3286;4014;;5153;5729;3144;;5153;1215;4365
;5154;1012;2975;;5154;927;3052;;5154;3646;3423;;5154;3730;4262;;5154;6935;3212;;5154;1546;4999
;5155;1133;3028;;5155;1004;2892;;5155;3528;3347;;5155;3620;3968;;5155;6264;3132;;5155;1425;4574
;5156;1058;3436;;5156;893;3447;;5156;3639;3407;;5156;3340;4114;;5156;6143;2969;;5156;1472;5384
;5157;962;3186;;5157;970;3390;;5157;3637;3458;;5157;3126;3392;;5157;5512;3029;;5157;1468;4767
;5158;1062;2843;;5158;1095;3267;;5158;3317;3139;;5158;3637;3784;;5158;5717;2879;;5158;1449;5532
;5159;1096;3458;;5159;929;3105;;5159;3186;3225;;5159;3475;3827;;5159;6318;2713;;5159;1506;5040
;5160;1021;2935;;5160;919;3242;;5160;3538;3339;;5160;3838;4242;;5160;6362;2961;;5160;1443;4938
;5161;1048;3031;;5161;826;3055;;5161;3666;3301;;5161;3349;3762;;5161;5156;3025;;5161;1621;5485
;5162;910;2782;;5162;1100;3152;;5162;3376;3328;;5162;3618;4337;;5162;6681;3021;;5162;1487;5522
;5163;1020;3215;;5163;1066;3773;;5163;4099;3302;;5163;3356;4191;;5163;5558;2838;;5163;1482;5201
;5164;1009;2763;;5164;935;3189;;5164;3500;3171;;5164;4147;4282;;5164;5248;2563;;5164;1564;5492
;5165;915;3348;;5165;1037;3060;;5165;3329;2906;;5165;3750;4062;;5165;5532;2966;;5165;1608;4919
;5166;1023;2805;;5166;1033;3273;;5166;3438;3283;;5166;3594;4116;;5166;6563;3089;;5166;1660;5361
;5167;970;2827;;5167;970;2974;;5167;3689;3258;;5167;3568;3739;;5167;6201;3153;;5167;1548;5194
;5168;1043;3051;;5168;1145;3246;;5168;3268;3047;;5168;3591;3622;;5168;6470;3282;;5168;1440;4992
;5169;969;2974;;5169;983;3622;;5169;3222;3171;;5169;3748;4268;;5169;6047;2756;;5169;1447;5203
;5170;1028;3370;;5170;1215;3211;;5170;4038;3531;;5170;3073;3458;;5170;6081;3001;;5170;1612;5159
;5171;1284;3133;;5171;974;3062;;5171;3494;3462;;5171;3697;4327;;5171;6058;2671;;5171;1445;4476
;5172;1196;3139;;5172;835;3230;;5172;2970;2798;;5172;3364;3761;;5172;5794;3056;;5172;1409;4847
;5173;897;3134;;5173;1005;3236;;5173;3595;2825;;5173;3531;4194;;5173;6162;3088;;5173;1586;5323
;5174;1026;3032;;5174;1034;3249;;5174;3781;3279;;5174;3493;4133;;5174;5654;2940;;5174;1328;4666
;5175;1142;3321;;5175;1029;3412;;5175;3614;3101;;5175;3854;4199;;5175;5527;2768;;5175;1710;4640
;5176;1041;3123;;5176;978;3548;;5176;3591;3221;;5176;3864;4395;;5176;5280;2908;;5176;1606;4873
;5177;1056;2990;;5177;1032;3268;;5177;3359;3242;;5177;3374;3997;;5177;5985;3274;;5177;1472;5327
;5178;943;3088;;5178;879;3332;;5178;3327;2989;;5178;3526;4074;;5178;5975;2850;;5178;1561;5380
;5179;1025;3178;;5179;1037;3133;;5179;3740;3187;;5179;3712;4058;;5179;6334;3002;;5179;1545;5128
;5180;1019;3187;;5180;891;3096;;5180;4184;3672;;5180;3637;3761;;5180;5554;2629;;5180;1440;4733
;5181;988;2705;;5181;1102;3241;;5181;3486;3040;;5181;3780;4140;;5181;6377;3184;;5181;1567;4796
;5182;961;2646;;5182;942;3236;;5182;3772;3330;;5182;3339;3982;;5182;6121;2972;;5182;1419;4355
;5183;823;2849;;5183;852;3118;;5183;3503;3391;;5183;3414;4073;;5183;6061;3142;;5183;1309;4759
;5184;1038;3113;;5184;1022;3282;;5184;3450;3553;;5184;3619;3988;;5184;6101;2901;;5184;1694;5474
;5185;1011;2810;;5185;835;3217;;5185;3097;3065;;5185;3389;4084;;5185;6226;3267;;5185;1465;5562
;5186;749;2365;;5186;951;2810;;5186;3529;3164;;5186;3560;3831;;5186;7058;3162;;5186;1760;5063
;5187;958;2841;;5187;969;2917;;5187;3171;3008;;5187;3301;3938;;5187;6278;3180;;5187;1518;4759
;5188;1017;2831;;5188;1134;3149;;5188;3712;3189;;5188;3683;4043;;5188;5836;2815;;5188;1397;4700
;5189;998;3080;;5189;963;3152;;5189;3395;3294;;5189;3674;4446;;5189;6309;3118;;5189;1563;5010
;5190;1093;3158;;5190;981;3453;;5190;3551;3153;;5190;3415;3832;;5190;6333;3357;;5190;1532;5268
;5191;990;2920;;5191;1069;3319;;5191;3356;2982;;5191;3485;3908;;5191;5393;3005;;5191;1614;5312
;5192;1148;2902;;5192;934;2900;;5192;3461;3418;;5192;3625;4374;;5192;6372;3268;;5192;1387;4818
;5193;1040;2756;;5193;946;3374;;5193;3123;3187;;5193;3159;3494;;5193;6163;3064;;5193;1427;5126
;5194;950;3033;;5194;1032;3318;;5194;3615;3038;;5194;3671;3930;;5194;5286;2888;;5194;1581;5236
;5195;917;3048;;5195;1021;3093;;5195;3542;2879;;5195;3606;3910;;5195;5987;3003;;5195;1282;4474
;5196;970;3170;;5196;1051;3537;;5196;3519;3480;;5196;3581;4284;;5196;5793;2711;;5196;1558;4657
;5197;1014;2919;;5197;1103;3384;;5197;3615;3153;;5197;3847;4138;;5197;5383;3043;;5197;1687;5436
;5198;985;3080;;5198;1046;3491;;5198;3079;2928;;5198;3176;4118;;5198;5150;2788;;5198;1551;5142
;5199;1115;3021;;5199;1130;3369;;5199;3732;3143;;5199;3352;4121;;5199;6351;3097;;5199;1720;5058
;5200;1035;3035;;5200;980;3127;;5200;3882;3418;;5200;3263;3989;;5200;5950;2854;;5200;1597;5104
;5201;995;2704;;5201;942;3253;;5201;3310;3466;;5201;3401;3612;;5201;5766;2951;;5201;1254;4559
;5202;919;2826;;5202;900;2989;;5202;3247;3539;;5202;3937;4236;;5202;6566;3056;;5202;1445;5014
;5203;1114;3063;;5203;821;3101;;5203;3556;3188;;5203;3378;4045;;5203;6171;2811;;5203;1222;4710
;5204;1048;3252;;5204;932;2987;;5204;3839;3349;;5204;3270;3793;;5204;5997;2603;;5204;1445;5075
;5205;976;3115;;5205;1021;3004;;5205;3712;3502;;5205;3855;3905;;5205;5465;3004;;5205;1768;5451
;5206;1136;3354;;5206;983;3781;;5206;3029;2919;;5206;3169;3879;;5206;6368;3114;;5206;1690;5258
;5207;834;2949;;5207;955;2968;;5207;3499;3357;;5207;3049;3899;;5207;6283;3212;;5207;1471;5098
;5208;1133;3199;;5208;919;3106;;5208;3447;2954;;5208;3153;3719;;5208;6356;2909;;5208;1394;4899
;5209;944;2704;;5209;912;2835;;5209;3953;3566;;5209;3476;4499;;5209;5707;3013;;5209;1314;4741
;5210;1046;2927;;5210;978;2939;;5210;3485;3150;;5210;3965;4120;;5210;5751;3015;;5210;1304;4557
;5211;763;2955;;5211;1138;3239;;5211;3514;2973;;5211;3596;4231;;5211;5675;2867;;5211;1260;4196
;5212;971;3214;;5212;910;3260;;5212;3586;2915;;5212;3715;3973;;5212;5788;2822;;5212;1652;5210
;5213;953;2918;;5213;1006;3190;;5213;3639;3320;;5213;3785;3936;;5213;6520;3171;;5213;1595;5086
;5214;818;2649;;5214;879;3015;;5214;3557;3422;;5214;3482;3793;;5214;5384;3020;;5214;1492;5188
;5215;978;2834;;5215;982;3126;;5215;3670;2903;;5215;3275;3808;;5215;6521;3039;;5215;1569;5401
;5216;1073;2753;;5216;989;3246;;5216;3107;2889;;5216;2949;3522;;5216;6438;3072;;5216;1496;5269
;5217;972;2936;;5217;896;2965;;5217;3619;3328;;5217;3926;4382;;5217;5623;2856;;5217;1329;5212
;5218;860;3089;;5218;1006;3447;;5218;3201;3336;;5218;3302;3964;;5218;6348;3235;;5218;1492;4960
;5219;1052;3135;;5219;1169;3696;;5219;3420;3141;;5219;3222;3924;;5219;6388;3210;;5219;1607;5245
;5220;1160;3111;;5220;1153;3579;;5220;3681;3507;;5220;3616;3871;;5220;6273;3242;;5220;1818;5525
;5221;961;2755;;5221;920;3374;;5221;3677;3075;;5221;3160;3654;;5221;5952;2878;;5221;1387;4888
;5222;1061;3068;;5222;1148;3337;;5222;3502;3157;;5222;3190;3581;;5222;5118;2985;;5222;1538;5201
;5223;982;2988;;5223;1125;3534;;5223;3545;3394;;5223;3687;4121;;5223;6253;3117;;5223;1333;4564
;5224;914;2788;;5224;1050;3396;;5224;3481;3445;;5224;4052;4227;;5224;6023;3202;;5224;1518;4606
;5225;1067;3104;;5225;1134;3143;;5225;3410;3144;;5225;3527;4347;;5225;6366;3344;;5225;1428;5197
;5226;1052;3273;;5226;880;2994;;5226;3793;3491;;5226;3483;3805;;5226;6237;3090;;5226;1209;4533
;5227;1141;3167;;5227;930;3287;;5227;3514;3002;;5227;3800;3926;;5227;5831;2789;;5227;1580;5416
;5228;997;2995;;5228;1081;3694;;5228;3353;2827;;5228;3506;3981;;5228;6181;3142;;5228;1567;5219
;5229;923;2838;;5229;1195;3333;;5229;4044;3563;;5229;3565;3955;;5229;5903;2574;;5229;1574;5187
;5230;956;2660;;5230;959;3302;;5230;3873;3573;;5230;3740;4421;;5230;5531;2984;;5230;1432;5090
;5231;896;3066;;5231;881;2898;;5231;3478;3220;;5231;3413;3615;;5231;6084;2804;;5231;1442;5298
;5232;1158;3603;;5232;1012;3314;;5232;3470;3139;;5232;3650;4076;;5232;6106;3368;;5232;1701;5143
;5233;985;2838;;5233;924;3221;;5233;3611;3037;;5233;3561;4025;;5233;5928;3092;;5233;1213;4624
;5234;1080;3135;;5234;1002;2908;;5234;3590;3046;;5234;3791;3893;;5234;6636;3164;;5234;1464;4481
;5235;937;2561;;5235;1021;2885;;5235;3963;3414;;5235;3154;3911;;5235;6185;2868;;5235;1652;5359
;5236;1029;2492;;5236;960;3191;;5236;3720;3419;;5236;3547;4136;;5236;6756;2877;;5236;1481;4573
;5237;1122;3056;;5237;929;3444;;5237;3363;3284;;5237;3276;3928;;5237;6318;2905;;5237;1684;5334
;5238;1227;3027;;5238;936;3098;;5238;3437;3322;;5238;2949;3575;;5238;5778;3080;;5238;1476;5059
;5239;980;3018;;5239;949;2977;;5239;3373;3390;;5239;3295;4000;;5239;5741;3017;;5239;1563;4999
;5240;1036;3253;;5240;1024;3348;;5240;3440;3287;;5240;3528;4263;;5240;6156;2802;;5240;1523;5025
;5241;1172;3302;;5241;872;3278;;5241;3463;3169;;5241;3666;3887;;5241;6022;2791;;5241;1447;4930
;5242;1024;3116;;5242;1006;3475;;5242;3399;3019;;5242;3459;3937;;5242;5665;2975;;5242;1349;4660
;5243;889;2960;;5243;934;2942;;5243;3828;3404;;5243;3243;3908;;5243;5571;2649;;5243;1325;5094
;5244;1029;2969;;5244;1046;3135;;5244;3351;3387;;5244;3189;3947;;5244;6164;3143;;5244;1317;4684
